n,pi,E_mod
28869,2890,2870.822
28900,2902,2873.515
28949,2902,2878.077
28956,2927,2878.657
28977,2895,2880.449
29014,2885,2883.730
29031,2892,2885.410
29130,2895,2893.972
29132,2930,2894.251
29150,2940,2896.020
29190,2901,2899.619
29211,2906,2901.657
29223,2914,2902.687
29237,2911,2903.947
29304,2919,2910.024
29353,2933,2914.531
29365,2916,2915.610
29401,2925,2918.996
29454,2971,2924.062
29485,2950,2926.751
29489,2963,2927.061
29533,2941,2930.818
29555,2933,2932.647
29576,2958,2934.584
29577,2952,2934.674
29643,2963,2940.606
29652,2946,2941.414
29690,2948,2944.879
29714,2972,2946.737
29775,2997,2952.265
29783,2956,2952.835
29789,2988,2953.473
29813,2971,2955.479
29876,2964,2961.135
29879,2965,2961.503
29972,2970,2969.900
29999,2991,2972.273
30016,3012,2973.848
30051,2983,2976.790
30054,2978,2977.009
30056,2984,2977.189
30069,2999,2978.305
30077,2982,2979.072
30084,2999,2979.551
30092,3012,2980.467
30115,2987,2982.777
30127,2988,2983.903
30151,3013,2986.106
30153,3007,2986.285
30165,3016,2987.362
30197,2999,2990.380
30209,2994,2991.457
30224,3017,2992.852
30248,2997,2994.955
30284,2999,2998.382
30313,3029,3000.983
30324,3040,3001.969
30337,3036,3003.036
30345,3013,3003.753
30390,3041,3007.590
30405,3011,3009.033
30425,3013,3010.776
30494,3019,3016.960
30517,3038,3019.120
30537,3028,3020.862
30541,3024,3021.320
30559,3054,3023.130
30564,3028,3023.479
30580,3026,3024.864
30595,3035,3026.257
30599,3043,3026.615
30671,3048,3033.065
30680,3046,3033.920
30694,3038,3035.125
30722,3064,3037.831
30723,3057,3037.920
30748,3054,3039.962
30933,3081,3056.723
30967,3092,3059.816
30969,3090,3059.995
31022,3095,3064.689
31132,3094,3074.532
31137,3080,3074.930
31147,3092,3076.022
31290,3096,3089.459
31330,3125,3092.989
31351,3095,3094.917
31475,3119,3105.713
31487,3143,3106.884
31510,3122,3108.842
31544,3150,3112.178
31665,3150,3123.143
31681,3155,3124.474
31690,3143,3125.279
31705,3168,3126.521
31737,3148,3129.430
31810,3138,3135.755
31902,3145,3143.626
31908,3158,3144.211
31934,3159,3146.236
31937,3150,3146.504
32005,3162,3152.769
32017,3157,3153.791
32069,3178,3158.775
32103,3167,3161.908
32166,3176,3167.431
32194,3212,3170.225
32199,3182,3170.622
32303,3206,3180.147
32392,3206,3188.482
32440,3241,3192.863
32443,3201,3193.328
32472,3221,3195.718
32541,3226,3202.120
32612,3252,3208.552
32626,3220,3209.850
32651,3226,3212.031
32653,3215,3212.308
32661,3217,3212.923
32689,3219,3215.322
32724,3225,3218.492
32732,3251,3219.206
32738,3234,3219.741
32772,3223,3222.625
32774,3234,3222.803
32838,3229,3228.558
32938,3246,3237.273
32998,3254,3242.866
33010,3253,3244.033
33047,3257,3247.330
33064,3263,3248.894
33148,3260,3256.576
33168,3262,3258.554
33181,3269,3259.712
33214,3263,3262.800
33304,3277,3270.423
33374,3294,3276.952
33393,3283,3278.742
33441,3307,3282.918
33453,3309,3283.938
33486,3305,3286.876
33487,3294,3287.063
33496,3297,3287.913
33552,3302,3292.899
33585,3328,3295.885
33654,3321,3302.519
33735,3321,3309.435
33890,3337,3323.474
33918,3328,3325.868
33922,3349,3326.174
34001,3342,3333.104
34080,3351,3340.130
34090,3369,3340.970
34100,3360,3341.859
34136,3358,3345.010
34160,3353,3347.388
34275,3363,3357.708
34459,3382,3374.208
34503,3384,3378.460
34524,3389,3380.424
34562,3410,3383.850
34569,3385,3384.423
34694,3409,3395.773
34705,3412,3396.750
34716,3404,3397.629
34822,3416,3407.338
34915,3432,3415.696
34960,3434,3419.643
34995,3425,3422.799
35098,3432,3431.745
35135,3438,3435.078
35212,3447,3441.911
35326,3455,3452.023
35346,3480,3453.797
35395,3498,3458.241
35481,3495,3465.770
35483,3479,3465.947
35593,3476,3475.943
35601,3492,3476.702
35655,3484,3481.244
35698,3492,3484.664
35866,3522,3499.492
35872,3501,3500.072
35990,3511,3510.519
36119,3533,3522.035
36322,3553,3540.288
36393,3587,3546.422
36480,3592,3553.920
36781,3587,3581.308
36794,3584,3582.604
36814,3586,3584.274
36818,3587,3584.579
36864,3596,3588.548
36922,3600,3594.063
36943,3616,3596.017
36969,3612,3598.266
37097,3628,3609.725
37304,3628,3627.522
37337,3637,3630.776
37379,3644,3634.582
37450,3642,3640.607
37486,3645,3643.687
37664,3671,3660.324
37763,3695,3668.721
37810,3682,3672.625
37862,3682,3677.260
37959,3691,3685.815
37964,3696,3686.353
38020,3715,3691.242
38035,3694,3692.564
38251,3725,3711.650
38445,3748,3728.645
38535,3742,3736.425
38786,3759,3758.811
38939,3775,3772.322
38942,3800,3772.586
38957,3778,3773.906
38971,3785,3775.234
39078,3786,3784.501
39087,3787,3785.244
39103,3788,3786.748
39104,3788,3786.836
39174,3796,3793.186
39197,3815,3795.354
39266,3803,3801.762
39323,3817,3806.726
39368,3825,3810.683
39378,3815,3811.756
39586,3852,3830.091
39590,3904,3830.394
39665,3863,3836.840
39717,3846,3841.264
39779,3867,3847.049
39787,3865,3847.704
40243,3905,3888.185
40592,3925,3918.172
40811,3946,3937.174
40813,3960,3937.446
40926,3957,3947.444
40972,3960,3951.523
41030,3979,3956.459
41049,3978,3958.220
41077,3967,3960.769
41092,4006,3962.034
41210,3993,3972.561
41342,3998,3984.217
41346,3992,3984.567
41495,4010,3997.707
41518,4008,3999.720
41526,4020,4000.565
41553,4006,4002.880
41682,4015,4014.652
41960,4063,4039.264
42083,4051,4050.363
42121,4057,4053.447
42246,4069,4064.620
42443,4111,4082.280
42530,4109,4090.178
43395,4210,4165.723
43656,4195,4188.886
43989,4222,4217.545
44544,4275,4266.884
44641,4293,4275.382
44874,4302,4295.820
45079,4314,4313.380
45099,4318,4314.929
45198,4343,4323.831
45330,4342,4335.266
45877,4401,4383.208
46130,4414,4404.806
46280,4421,4418.023
46475,4443,4434.520
46616,4465,4446.898
46766,4461,4460.007
46973,4491,4478.105
47215,4547,4498.987
47381,4524,4513.514
47641,4537,4536.036
47693,4564,4540.587
48075,4581,4573.851
48326,4618,4595.568
48350,4624,4597.644
48723,4638,4630.138
48785,4647,4635.688
49554,4710,4703.094
49695,4730,4715.176
50110,4761,4751.572
50267,4778,4765.219
50967,4835,4825.353
52144,4930,4927.891
54001,5107,5088.747
55245,5198,5195.937
56381,5306,5293.611
57081,5365,5354.654
57252,5372,5369.698
59882,5604,5595.992
60335,5637,5634.545
60674,5681,5663.084
66041,6126,6120.356
66094,6148,6124.931
67045,6206,6205.102
69510,6429,6414.118
77433,7088,7082.211
